region_id,voltage_kv,station_id,option_id,candidate_id,selected_candidate_ids,expansion_delta_mva,storage_modules,storage_power_mw,storage_energy_mwh,forward_limit_mw,reverse_limit_mw,capex_low_wanyuan,capex_base_wanyuan,capex_high_wanyuan,eac_low_wanyuan_per_year,eac_base_wanyuan_per_year,eac_high_wanyuan_per_year,feasible,reason,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,BDZ-00249,QX-00001|35|BDZ-00249|O000,,[],0,53,5.3,11.395,38,19,1115.45655,1120.20491,1441.58145,135.5861672,185.8061012,315.7276161,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00252,QX-00001|35|BDZ-00252|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00261,QX-00001|35|BDZ-00261|O000,,[],0,16,1.6,3.44,19.475,7.6,336.7416,339.465262,435.1944,40.93167311,56.30640989,95.31399733,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00275,QX-00001|35|BDZ-00275|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00279,QX-00001|35|BDZ-00279|O000,,[],0,90,9,19.35,28.5,9.5,1894.1715,1894.106358,2447.9685,230.2406613,314.1715543,536.141235,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00298,QX-00001|35|BDZ-00298|O000,,[],0,101,10.1,21.715,28.5,9.5,2125.68135,2131.76262,2747.16465,258.3811865,353.5911132,601.6696081,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00299,QX-00001|35|BDZ-00299|O000,,[],0,0,0,0,34.2,15.2,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,35,BDZ-00321,QX-00001|35|BDZ-00321|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O000,,[],0,0,0,0,95,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O001,EXP-QX-00001-BDZ-00015-01,"[""EXP-QX-00001-BDZ-00015-01""]",50,0,0,0,142.5,95,1170,1343,1516,74.38546717,121.7414881,179.917029,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,3cc3600fccd150479b7e50b3d402e20ec6f70bf26a4201440828d23ebcabfe55
