year,region_id,voltage_kv,capacity_base_mva,capacity_mva,positive_peak_base_mw,positive_peak_static_upper_bound_mw,reverse_peak_base_mw,reverse_peak_static_lower_bound_mw,reverse_peak_static_upper_bound_mw,clr_model_base,clr_official_reference,pv_capacity_snapshot_mw,pv_pipeline_mw,pv_capacity_snapshot_year,evidence_grade,asset_scope_id,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
2022,QX-00001,35,250.5,250.5,115.174619,115.174619,,24.46,94.63,2.174958356059333,2.17,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00003,35,292.0,292.0,120.132439,120.132439,,17.4,69.74,2.4306507254048175,2.43,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00004,35,240.0,240.0,103.91286,103.91286,,27.57,100.83,2.3096275090494096,2.31,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00005,35,263.0,263.0,124.717665,124.717665,,27.2,106.59,2.108763020859956,2.11,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00007,35,56.0,56.0,11.017072,11.017072,,,0.0,5.083020243491192,5.08,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00008,35,185.6,185.6,107.396041,107.396041,,19.84,55.4,1.7281828852517944,1.73,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00009,35,258.29999999999995,258.29999999999995,87.76969899999999,87.76969899999999,,18.82,58.72,2.942929085355528,2.94,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00010,35,234.5,234.5,117.616729,117.616729,,29.5,104.87,1.993763999337203,1.99,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00001,110,1235.0,1235.0,481.40204500000004,481.40204500000004,,48.09,271.95,2.5654232524084932,2.57,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
2022,QX-00003,110,829.5,829.5,285.689106,285.689106,,39.38,155.93,2.903505883069969,2.9,,,,EVIDENCE_C,historical_2022_reference_static,"diagnostic replay: 8760 sample/mapping exists but same-year asset scope, PV and candidate cost closure is unresolved",近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2022_reference_baseline,historical_diagnostic_replay,3043c8dff228567b8ce98165b6e9da74834f6c7dc867be1ea7b79d2c55bfe510
