path_id,region_id,voltage_kv,station_id,daily_cyclic_feasible,daily_cyclic_reason,daily_cyclic_modules,continuous_8760_modules,module_difference_daily_minus_continuous,forward_limit_mw,reverse_limit_mw,site_available
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00005,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00016,True,no_storage_required,0,0,0,142.5,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00021,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00022,True,full_profile_set_feasible,357,357,0,77.425,29.924999999999997,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00026,True,no_storage_required,0,0,0,107.35,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00027,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00028,True,no_storage_required,0,0,0,154.85,59.849999999999994,False
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00031,True,no_storage_required,0,0,0,107.35,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00037,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00048,True,no_storage_required,0,0,0,142.5,47.5,False
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00095,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00096,True,no_storage_required,0,0,0,152.0,76.0,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00124,True,no_storage_required,0,0,0,107.35,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00135,True,full_profile_set_feasible,100,100,0,107.35,47.5,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00141,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00146,True,no_storage_required,0,0,0,76.0,38.0,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00147,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00162,True,no_storage_required,0,0,0,85.5,38.0,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00164,True,full_profile_set_feasible,8,8,0,59.849999999999994,29.924999999999997,True
PATH_OPT_CLR_UNBOUNDED,QX-00005,110,BDZ-00172,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00005,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00016,True,no_storage_required,0,0,0,142.5,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00021,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00022,True,full_profile_set_feasible,357,357,0,77.425,29.924999999999997,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00026,True,no_storage_required,0,0,0,107.35,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00027,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00028,True,no_storage_required,0,0,0,154.85,59.849999999999994,False
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00031,True,no_storage_required,0,0,0,107.35,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00037,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00048,True,no_storage_required,0,0,0,142.5,47.5,False
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00095,True,no_storage_required,0,0,0,95.0,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00096,True,no_storage_required,0,0,0,152.0,76.0,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00124,True,no_storage_required,0,0,0,107.35,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00135,True,full_profile_set_feasible,100,100,0,107.35,47.5,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00141,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00146,True,no_storage_required,0,0,0,76.0,38.0,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00147,True,no_storage_required,0,0,0,95.0,47.5,False
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00162,False,daily_storage_dispatch_infeasible,0,497,-497,38.0,19.0,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00164,True,full_profile_set_feasible,8,8,0,59.849999999999994,29.924999999999997,True
PATH_OPT_CLR_LE_2,QX-00005,110,BDZ-00172,True,no_storage_required,0,0,0,95.0,47.5,True
