region_id,voltage_kv,station_id,option_id,candidate_id,selected_candidate_ids,expansion_delta_mva,storage_modules,storage_power_mw,storage_energy_mwh,forward_limit_mw,reverse_limit_mw,capex_low_wanyuan,capex_base_wanyuan,capex_high_wanyuan,eac_low_wanyuan_per_year,eac_base_wanyuan_per_year,eac_high_wanyuan_per_year,feasible,reason,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,BDZ-00249,QX-00001|35|BDZ-00249|O000,,[],0,2,0.2,0.43,38,19,42.0927,47.5618,54.3993,5.116459139,7.888978655,11.91424967,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00252,QX-00001|35|BDZ-00252|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00261,QX-00001|35|BDZ-00261|O000,,[],0,0,0,0,19.475,7.6,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00275,QX-00001|35|BDZ-00275|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00279,QX-00001|35|BDZ-00279|O000,,[],0,31,3.1,6.665,28.5,9.5,652.43685,658.568786,843.18915,79.30511666,109.2354599,184.6708698,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00298,QX-00001|35|BDZ-00298|O000,,[],0,34,3.4,7.31,28.5,9.5,715.5759,719.654186,924.7881,86.97980537,119.3675705,202.5422443,False,storage_required_but_no_available_connection_bay,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00299,QX-00001|35|BDZ-00299|O000,,[],0,0,0,0,34.2,15.2,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,35,BDZ-00321,QX-00001|35|BDZ-00321|O000,,[],0,0,0,0,38,19,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O000,,[],0,0,0,0,95,47.5,0,0,0,0,0,0,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
QX-00001,110,BDZ-00015,QX-00001|110|BDZ-00015|O001,EXP-QX-00001-BDZ-00015-01,"[""EXP-QX-00001-BDZ-00015-01""]",50,0,0,0,142.5,95,1170,1343,1516,74.38546717,121.7414881,179.917029,True,feasible,county_baseline.csv+station_master.csv+transformer_master.csv+expansion_cost_library.csv+empirical_station_scenarios.csv.gz+model_contract.yaml,电网建模数据_Agent整合版_V1.2,enumerate source-backed station candidates; solve minimum integer storage modules; county multiple-choice selection,real_2025_C0_A_B,formal_real_planner_output,31af58365d70eca12274f4fc2f1032dd9fdefd6087051784a3e02f8d25bf24b6
