year,region_id,voltage_kv,capacity_base_mva,capacity_mva,positive_peak_base_mw,positive_peak_static_upper_bound_mw,reverse_peak_base_mw,reverse_peak_static_lower_bound_mw,reverse_peak_static_upper_bound_mw,clr_model_base,clr_official_reference,pv_capacity_snapshot_mw,pv_pipeline_mw,pv_capacity_snapshot_year,evidence_grade,asset_scope_id,quality_notes,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
2024,QX-00001,35,276.5,276.5,112.361147,112.361147,,24.46,94.63,2.460815036001724,2.46,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00003,35,302.0,302.0,111.634771,111.634771,,17.4,69.74,2.70525032026088,2.71,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00004,35,250.0,250.0,99.858544,99.858544,,27.57,100.83,2.5035414095362736,2.5,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00005,35,263.0,263.0,128.361542,128.361542,,27.2,106.59,2.048900285102527,2.05,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00007,35,36.0,36.0,13.057754,13.057754,,,0.0,2.7569825561118706,2.76,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00008,35,190.6,190.6,81.63769200000002,81.63769200000002,,19.84,55.4,2.3347058856097984,2.33,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00009,35,270.3,270.3,91.511376,91.511376,,18.82,58.72,2.9537311295592366,2.95,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00010,35,224.0,224.0,83.628967,83.628967,,29.5,104.87,2.678497750665747,2.68,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00001,110,1365.0,1365.0,517.378225,517.378225,,48.09,271.95,2.6383019888399826,2.64,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00003,110,966.5,966.5,291.210068,291.210068,,39.38,155.93,3.3189099766976464,3.32,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
2024,QX-00004,110,1994.0,1994.0,633.321947,633.321947,,49.91,319.9,3.148477657288576,3.15,,,,EVIDENCE_C,historical_2024_reference_static,diagnostic replay: cross-year hourly sheet and 2024 anomaly review required; 2025 asset/cost scope reused as marked,近5年容载比.xlsx + county_clr_reference.csv+station_static_load.csv+transformer_master.csv+station_pv_snapshot.csv,电网建模数据_Agent整合版_V1.2,annual official capacity/peak anchor; no static extrema sum used as synchronous peak,annual_2024_reference_baseline,historical_diagnostic_replay,18e270bc45ac253b6d085721e4e5b8dcdf7c1e69f71ca9796b8585b06feed060
